translator,lang,rank,feature,spearman_rho,p,eta2_model_before,eta2_model_after
llm,tr,6,sent_len_sd,0.8544621154246822,2.3577927685840408e-35,0.40461509583743266,0.31610124033186937
llm,tr,6,burstiness,0.9080352802277933,2.062817688546812e-46,0.40461509583743266,0.31610124033186937
llm,tr,6,dep_depth,0.786473284721618,1.8735550327674478e-26,0.40461509583743266,0.31610124033186937
llm,tr,6,subord_rate,0.4803915780082401,2.813611145125891e-08,0.40461509583743266,0.31610124033186937
llm,tr,6,func_word_ratio,0.4466678010125773,3.158919766554584e-07,0.40461509583743266,0.31610124033186937
llm,tr,6,first_person_rate,0.6942024305037023,1.4768777452946946e-18,0.40461509583743266,0.31610124033186937
llm,tr,6,para_count,1.0,0.0,0.40461509583743266,0.31610124033186937
llm,tr,6,para_len_mean,0.9741810245656067,4.0595490821789997e-78,0.40461509583743266,0.31610124033186937
llm,tr,6,question_rate,,,0.40461509583743266,0.31610124033186937
llm,tr,6,connective_rate,0.640330514228738,3.410945003857113e-15,0.40461509583743266,0.31610124033186937
llm,tr,6,comma_per_1k,0.6027179395696525,3.2526783200283614e-13,0.40461509583743266,0.31610124033186937
llm,tr,6,colon_per_1k,0.9833426156759711,3.1154368620563442e-89,0.40461509583743266,0.31610124033186937
llm,tr,6,dash_per_1k,0.7323466608377457,2.0115348935315426e-21,0.40461509583743266,0.31610124033186937
llm,tr,6,semicolon_per_1k,0.24812596193886655,0.006285516626672534,0.40461509583743266,0.31610124033186937
llm,tr,6,bigram_entropy,0.5610459059656919,2.6471424528884528e-11,0.40461509583743266,0.31610124033186937
llm,tr,6,digit_rate,0.9998429119633759,1.571617061873417e-208,0.40461509583743266,0.31610124033186937
llm,zh,3,mattr,0.35898326272657816,5.664680350483546e-05,0.4046150958374328,0.28619983901927476
llm,zh,3,hapax_rate,0.6815635862337185,1.0541922919280811e-17,0.4046150958374328,0.28619983901927476
llm,zh,3,mean_token_len,0.503048822834919,4.756498146206741e-09,0.4046150958374328,0.28619983901927476
llm,zh,3,zipf_slope,0.6844225293423153,6.8171657467141204e-18,0.4046150958374328,0.28619983901927476
llm,zh,3,sent_len_mean,0.8768624389830004,2.435693728804538e-39,0.4046150958374328,0.28619983901927476
llm,zh,3,sent_len_sd,0.8374123203000208,9.615507649164682e-33,0.4046150958374328,0.28619983901927476
