cell_id,model_key,model_served,prompt_id,lang,gen,fk_tier,stance,n_tokens,n_sentences,mattr,hapax_rate,mean_token_len,zipf_slope,sent_len_mean,sent_len_sd,burstiness,dep_depth,subord_rate,func_word_ratio,first_person_rate,para_count,para_len_mean,question_rate,connective_rate,comma_per_1k,colon_per_1k,dash_per_1k,semicolon_per_1k,bigram_entropy,digit_rate
grok|P01|zh|0,grok,x-ai/grok-4.3,P01,zh,0,general,for,356,15,0.8838436482084692,0.4241573033707865,1.696629213483146,-0.5547395122537242,23.73333333333333,5.787507070858583,-0.6079036374562857,5.533333333333333,2.8666666666666667,0.2865168539325842,0.0,3,118.66666666666669,0.0,132.02247191011236,89.88764044943821,0.0,0.0,0.0,8.842805493462464,0.0
grok|P03|zh|1,grok,x-ai/grok-4.3,P03,zh,1,general,against,364,23,0.8636825396825398,0.4340659340659341,1.6923076923076923,-0.5457279326615561,15.826086956521738,6.161848703647333,-0.4395245830367367,4.913043478260869,2.565217391304348,0.228021978021978,0.0,6,60.66666666666666,0.0,76.92307692307692,112.63736263736264,0.0,0.0,0.0,8.69493957500974,0.0
grok|P03|zh|0,grok,x-ai/grok-4.3,P03,zh,0,general,against,336,21,0.8894076655052264,0.4970238095238095,1.7291666666666667,-0.4904465203406346,16.0,4.658325879540846,-0.5490122571689838,5.0,2.7142857142857144,0.238095238095238,2.9761904761904763,6,56.0,0.0,83.33333333333333,125.0,0.0,0.0,0.0,8.756356205821964,3.1104199066874028
grok|P02|zh|1,grok,x-ai/grok-4.3,P02,zh,1,educated,for,309,11,0.9146923076923076,0.517799352750809,1.766990291262136,-0.4518763462650014,28.09090909090909,9.159198059377747,-0.5082323912559689,5.363636363636363,3.636363636363636,0.2006472491909385,0.0,3,103.0,0.0,87.37864077669903,106.79611650485435,0.0,0.0,0.0,8.798181833035486,0.0
grok|P02|zh|0,grok,x-ai/grok-4.3,P02,zh,0,educated,for,290,11,0.9274688796680496,0.496551724137931,1.7724137931034485,-0.4508185426881617,26.363636363636363,8.605495073181174,-0.5078233447845486,5.2727272727272725,3.090909090909091,0.2206896551724138,0.0,3,96.66666666666669,0.0,93.10344827586206,117.24137931034484,0.0,0.0,0.0,8.741246900969703,0.0
grok|P04|zh|1,grok,x-ai/grok-4.3,P04,zh,1,expert,for,349,14,0.8894,0.4613180515759312,1.659025787965616,-0.4944476242647832,24.928571428571427,9.643365879945938,-0.4421275386514058,5.642857142857143,2.357142857142857,0.3094555873925501,0.0,4,87.25,0.0,85.95988538681948,83.0945558739255,0.0,0.0,0.0,8.904044605395509,32.154340836012864
grok|P05|zh|0,grok,x-ai/grok-4.3,P05,zh,0,educated,against,439,22,0.9347179487179488,0.4829157175398633,1.744874715261959,-0.4970649766737759,19.954545454545453,6.564531483135228,-0.5049200619944841,5.090909090909091,2.727272727272727,0.2460136674259681,0.0,6,73.16666666666667,0.0,93.39407744874715,107.0615034168565,0.0,0.0,0.0,9.282914903305873,0.0
grok|P04|zh|0,grok,x-ai/grok-4.3,P04,zh,0,expert,for,441,16,0.8902551020408164,0.3922902494331066,1.6621315192743764,-0.5665770512202186,27.5625,11.342949351910198,-0.4168966280630671,5.8125,2.625,0.3038548752834467,0.0,5,88.2,0.0,106.57596371882086,77.09750566893425,0.0,0.0,0.0,9.070769864541733,33.205619412515965
grok|P05|zh|1,grok,x-ai/grok-4.3,P05,zh,1,educated,against,402,22,0.9305949008498584,0.5373134328358209,1.7487562189054726,-0.4538397505160096,18.272727272727277,7.610655551401464,-0.4119272891712796,5.090909090909091,2.6818181818181817,0.2412935323383084,0.0,6,67.0,0.0,87.06467661691542,89.55223880597015,0.0,0.0,4.975124378109452,9.181707908688622,0.0
grok|P06|zh|1,grok,x-ai/grok-4.3,P06,zh,1,expert,against,373,19,0.8878395061728398,0.4798927613941018,1.801608579088472,-0.4996150661002227,19.63157894736842,6.921869740305316,-0.4786462713961154,5.0,2.1578947368421053,0.1796246648793565,0.0,5,74.6,0.0,61.66219839142091,109.9195710455764,0.0,0.0,2.680965147453083,8.959650255255324,13.642564802182813
grok|P06|zh|0,grok,x-ai/grok-4.3,P06,zh,0,expert,against,356,15,0.9189576547231272,0.5730337078651685,1.8258426966292132,-0.4271622776675993,23.73333333333333,9.881199078962798,-0.4120876674549087,5.466666666666667,2.1333333333333333,0.1601123595505618,0.0,4,89.0,0.0,70.2247191011236,101.12359550561796,5.617977528089888,0.0,5.617977528089888,9.02734932654029,12.71186440677966
grok|P07|zh|1,grok,x-ai/grok-4.3,P07,zh,1,educated,against,307,10,0.9007751937984496,0.4853420195439739,1.6807817589576548,-0.4792831534896734,30.7,10.625441167311596,-0.4857675626840584,6.2,4.1,0.2377850162866449,0.0,3,102.33333333333331,0.0,104.23452768729642,91.20521172638436,0.0,0.0,0.0,8.727281951455057,0.0
grok|P09|zh|1,grok,x-ai/grok-4.3,P09,zh,1,expert,for,411,21,0.9069060773480664,0.4257907542579075,1.6958637469586375,-0.5319910339694518,19.571428571428573,6.054514254433865,-0.527469931890781,5.095238095238095,2.238095238095238,0.2798053527980535,0.0,5,82.2,0.0,99.7566909975669,102.18978102189782,0.0,0.0,2.4330900243309004,9.086135325610858,5.242463958060289
grok|P07|zh|0,grok,x-ai/grok-4.3,P07,zh,0,educated,against,415,14,0.9179234972677596,0.5084337349397591,1.655421686746988,-0.4816399366430348,29.642857142857142,11.04262470790167,-0.4571712460770221,6.428571428571429,4.714285714285714,0.2650602409638554,0.0,4,103.75,0.0,101.20481927710844,89.1566265060241,0.0,0.0,0.0,9.16708294716004,0.0
grok|P08|zh|1,grok,x-ai/grok-4.3,P08,zh,1,general,for,424,11,0.9393066666666668,0.4764150943396226,1.7287735849056605,-0.4919126559467379,38.54545454545455,15.44256219908883,-0.4279263017880861,5.727272727272728,3.636363636363636,0.2594339622641509,0.0,3,141.33333333333334,0.0,77.83018867924528,103.77358490566036,0.0,0.0,4.716981132075472,9.148451970303848,50.63291139240506
grok|P09|zh|0,grok,x-ai/grok-4.3,P09,zh,0,expert,for,419,19,0.892054054054054,0.431980906921241,1.7136038186157518,-0.5366347726586814,22.05263157894737,11.057796064368777,-0.3320656450898505,5.2105263157894735,2.631578947368421,0.2887828162291169,0.0,5,83.8,0.0,100.23866348448688,112.17183770883057,0.0,0.0,2.386634844868735,9.099360163120116,5.095541401273885
